Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2017,22000,31.28235294,1248,74,5,7.95
2015,47020,30.8,998,67.04,5,4.5
2017,8000,23.04705882,1995,187.74,5,33.75
2010,73000,13.32941176,4134,335.2,7,17.51
2017,36973,24.26666667,1199,88.7,5,6.8
2014,42083,33.86666667,624,37.48,4,1.68
2016,61000,32.93333333,796,47.3,5,2.9
2014,43628,30,998,67.04,5,3.16
2014,60000,28.70588235,1120,71,5,3.9
2010,54000,23.73333333,1199,76.8,5,1.95
2015,27001,19.24705882,2179,187.7,5,26.52
2010,52000,21.56470588,1968,167.7,5,9
2012,80000,25.02352941,1396,88.76,5,4.5
2008,160000,12.35294118,2835,107.2,6,8.75
2018,3300,28.58823529,1248,88.5,5,11.5
2016,35027,32.09333333,998,67.1,5,3
2015,26568,28.13333333,814,55.2,5,3.79
2015,59000,33.04705882,1248,88.5,5,6
2016,51000,23.14117647,1582,126.2,5,13.25
2012,56400,20.23529412,1968,138.1,5,8
2015,80000,23.69411765,1498,88.8,5,5.8
2012,72000,21.74117647,,,,13.85
2013,107000,15.28235294,2494,100.6,7,13.5
2014,100000,16.71764706,2143,203,5,25
2016,59998,23.69411765,1498,88.8,5,5.49
2013,105000,20.37647059,1968,150,5,19
2011,36000,24.66666667,1197,80,5,2.5
2015,24350,26.41333333,1086,68.05,5,3
2018,28973,29.05882353,1047,69,5,6.64
2017,8243,28.13333333,814,55.2,5,3.21
2009,136642,23.89333333,1086,62.1,5,1.55
2011,60000,23.89333333,1086,62.1,5,2.59
2008,100000,14.94117647,2609,120,8,4
2010,48689,23.2,1497,117.3,5,3.87
2017,45000,28.58823529,1248,88.5,5,9.75
2019,38163,20.12941176,1968,174.33,5,32.91
2011,43800,16.71764706,2143,203,5,16.75
2007,92000,18,1799,130,5,1.9
2017,14064,24.8,1197,81.83,5,6.59
2017,42366,18.50588235,1968,174.33,5,31.93
2014,76551,29.52941176,1498,98.6,5,7.25
2008,72672,26.41333333,1086,68.05,5,1.9
2015,45000,29.64705882,1248,74,5,3.55
2012,91696,13.41176471,2953,153.86,7,9.25
2009,66484,18.4,1299,70,5,1.65
2019,15456,24.32941176,1995,190,5,36.64
2011,55000,16.71764706,2143,203,5,16
2019,21112,15.1,1196,73,5,5.38
2011,98000,22.26666667,,,,3.15
2014,61297,30.35294118,1498,98.6,5,4.35
2006,80000,23.06666667,993,60,5,1.2
2013,59000,24.66666667,1197,80,5,4.1
2009,150000,12.94117647,2993,235,5,18.75
2017,60083,23.14117647,1582,126.2,5,13.78
2016,85450,31.28235294,1248,74,5,4
2013,88000,26.94117647,1248,74,5,4.33
2015,81828,28.23529412,1186,73.97,5,5.43
2016,18000,24.21333333,1196,86.8,5,4.9
2017,15000,18.78823529,2993,258,5,70
2016,34000,13.85882353,2143,167.62,5,25.5
2015,46000,25.2,1197,82,5,5.1
2013,48158,26.25882353,1582,126.32,5,6.7
2013,93000,19.68235294,2993,218,5,26.5
2013,71007,27.15294118,1461,63.1,5,3.9
2010,63067,20.66666667,1586,103.3,5,2.7
2011,70259,24.84705882,1248,88.8,5,2.95
2015,13000,19.47058824,1968,140,5,23
2009,140000,20.94117647,1248,75,5,2.49
2015,130000,29.64705882,1248,74,5,4.5
2011,89401,25.21176471,1364,87.2,5,4.5
2015,67000,32.11764706,1498,98.6,5,6.9
2010,65329,10.58666667,4395,450,4,20.72
2010,72000,21.66666667,1198,73.9,5,2.21
2001,70000,,1242,,5,0.55
2011,82000,14.52941176,2179,187.74,5,13.9
2010,85000,20.4,1596,101,5,1.46
2012,83000,22.44705882,1582,126.32,5,6
2016,26000,28.93333333,999,67,5,3
2012,27000,26.23529412,1248,88.8,5,3.5
2018,37746,24.92941176,1396,88.73,5,7.59
2009,63274,20,1586,104.68,5,1.99
2016,25000,33.56,799,53.3,5,3.8
2013,197000,13.74117647,2498,112,7,4
2013,45010,28.13333333,814,55.2,5,2.95
2013,75348,30.35294118,1498,98.6,5,3.75
2010,90110,25.96470588,1199,73.9,5,2.5
2011,102013,22.66666667,1497,118,5,3.75
2015,36000,14.76470588,2982,168.5,7,22
2017,37578,24,1198,86.7,5,6.14
2015,46001,24.21176471,1995,143,5,16
2014,46559,30.8,998,67.04,5,3.75
2015,48000,15.28235294,2494,100.6,8,11.75
2013,46000,19.24705882,2179,187.7,5,24
2017,15000,23.33333333,1199,88.7,5,8.9
2012,85000,20.05882353,1995,184,5,10
2014,32000,19.06666667,1598,103.5,5,5.55
2012,60818,21.45333333,1598,103.5,5,3.59
2019,35188,26.78823529,1498,98.59,5,11.13
2012,110000,17.76470588,2179,140,7,7.2
2014,61000,21.88235294,1388,67,5,2.98
2010,75000,23.89333333,1086,62.1,5,1.7
2015,55000,14.11764706,2987,224,7,52
2003,69966,26.26666667,796,46.3,5,0.95
2016,42000,23.73333333,1497,117.3,5,9.25
2014,48000,15.30588235,2199,194.3,7,16.25
2015,35000,21.05882353,2143,136,5,20.99
2005,128000,15.05882353,2494,102,8,4.25
2008,78000,18.90588235,1995,181,5,7.2
2011,53080,24.8,1197,85.8,5,4.4
2011,66000,20.05333333,1598,103.6,5,4.25
2012,25000,21.36,1373,93.7,7,5.35
2016,36139,25.2,1197,82,5,6.3
2017,44000,23.14117647,1582,126.2,5,12.5
2008,50000,19.72941176,2967,241.38,5,7.5
2016,81177,18.82352941,1997,140,7,11.25
2016,26000,21.4,1499,110.4,5,7.65
2016,100000,28.70588235,1120,71,5,4.5
2014,75000,24.95294118,1498,103.2,5,7.5
2004,119859,17.33333333,2987,210,5,7.1
2010,55980,27.14666667,1197,78.9,5,2.25
2015,30000,20.12941176,1968,174.33,5,27
2012,49700,25.76470588,1396,88.76,5,4.18
2013,79000,27.64705882,1396,88.7,5,6.5
2010,65100,22.66666667,1497,118,5,3.15
2016,54161,29.96470588,1248,88.5,7,7.64
2011,28619,26.26666667,796,46.3,5,2.4
2016,9000,27.34666667,998,67,5,4.25
2016,42876,22.44705882,1582,126.2,5,9.31
2011,64000,26.26666667,796,46.3,5,2.39
2018,20488,21.45333333,1598,103.5,5,7.64
2016,21000,28.53333333,1197,83.1,5,6.21
2012,119203,,2179,115,5,16.5
2011,55987,18.26666667,1997,153.86,5,8.22
2017,72668,16.75294118,2755,174.5,7,28.85
2015,32000,20.8,1497,116.3,5,8.5
2014,3000,16,5461,421,2,90
2015,10400,23.2,1497,117.3,5,6.51
2013,35000,26.94117647,1248,74,5,4.65
2013,55101,19.37333333,1794,138.1,5,8.4
2014,57464,27.75294118,1364,67.06,5,5.75
2006,110000,25.2,998,67.1,5,1.11
2017,17941,20.93333333,,,,3.93
2014,72000,16,1991,184,5,17.25
2012,16000,19.24705882,2179,187.7,5,32
2011,62020,22.66666667,1197,80,5,3.45
2014,85000,14.57647059,2179,147.51,5,23
2018,14223,24.8,1197,81.86,5,7.32
2014,41210,24,1198,86.7,5,4.4
2015,20000,,2987,165,5,47.35
2016,18043,30.32,796,47.3,5,4.12
2016,80000,13.36470588,2755,171.5,7,19.5
2016,21000,25.2,1197,82,5,6.2
2016,49000,19.47058824,2993,258,5,45
1998,104000,20,970,,5,0.85
2010,95000,24.66666667,1197,80,5,2.8
2015,32000,25.2,1197,82,5,4.8
2003,80000,22.66666667,,,,0.9
2014,122800,29.42352941,1498,89.75,5,5.65
2011,78000,17.64705882,2148,,5,14.5
2015,69000,31.28235294,1248,74,5,5.9
2015,65000,27.75294118,1364,67.04,5,5
2015,23000,25.46666667,1197,82,5,4.9
2009,70000,18,1799,130,5,4.25
2014,250000,15.28235294,2494,100.6,8,10.9
2012,56000,17.6,1495,94,5,2.45
2013,30000,30.32,796,47.3,5,2.5
2010,35000,10.8,5461,387.3,2,29.5
2013,92250,26.70588235,1498,89.84,5,5.75
2018,40000,26.85333333,1197,81.86,5,5
2014,96848,19.06666667,1598,103.6,5,4.62
2016,42000,18.50588235,1968,174.33,5,23.5
2013,55886,18.82352941,2179,140,7,7.25
2019,12336,22.66666667,1591,121.3,5,11.88
2009,60000,18.53333333,1599,103.2,5,2.25
2003,83000,18.93333333,1597,92,5,0.85
2018,24000,26.25333333,1198,67.04,5,4
2016,32198,22,1198,86.8,5,5.1
2014,92247,15.28235294,2494,100.6,7,12.5
2011,121311,24.28235294,1498,108.5,5,2.9
2016,66296,18.82352941,2179,140,7,15.96
2015,41000,22.53333333,1197,82,5,5.45
2017,38681,15.88235294,2198,157.7,7,23.86
2008,43761,24,995,62,5,1.75
2017,17400,28.84705882,1248,88.5,7,9.75
2013,61510,30.35294118,1498,98.6,5,4.75
2014,60000,23.2,1497,117.3,5,6.25
2014,35165,28,1998,112,5,22
2016,41617,19.37333333,1794,138.1,5,14.14
2005,45000,22.66666667,1086,,5,0.95
2014,65000,18.26666667,1798,157.75,5,11.95
2011,68000,25.2,998,67.1,5,2.5
2013,49000,26.41333333,1086,68.05,5,2.75
2019,16698,31.78666667,1199,84,5,5.85
2016,30965,28.53333333,1197,83.1,5,6.25
2014,56058,20.05333333,1598,103.2,5,4.95
2017,15356,25.2,1197,81.86,5,4.75
2013,54000,23.52941176,1399,68.05,5,2.55
2011,47000,18.53333333,1799,130.3,5,4.5
2015,21652,30.32,796,47.3,5,3.01
2016,52000,18.44705882,1999,177,5,42
2010,35010,14.58823529,2698,179.5,5,11.5
2006,76662,12.94117647,2987,198.5,5,10.99
2009,89000,22.66666667,1497,118,5,3.71
2006,80000,13.46666667,2354,152,5,2
2018,39023,33.04705882,1248,88.5,5,9.48
2004,62000,25.2,998,67.1,5,1.25
2015,78046,23.14117647,1582,126.2,5,10.9
2015,34400,33.04705882,1248,88.5,5,5.5
2016,64624,28.13333333,814,55.2,5,3.71
2014,69192,21.36,1373,93.7,7,6.25
2012,55000,24.16470588,1598,103.6,5,4.9
2005,81000,17.06666667,1493,100,5,1.1
2016,36733,21.96,1198,73.9,5,4.72
2017,24310,33.44,796,40.3,4,3.7
2016,43022,21.05882353,2143,136,5,24.85
2013,74000,17.24705882,2199,194.3,7,12.25
2014,47000,26.94117647,1248,74,5,3.9
2017,37460,24.8,1197,81.86,5,6.28
2011,130000,16.47058824,2498,112,8,2.75
2017,31576,25.2,1197,82,5,7.85
2011,66000,20.05333333,1598,103.6,5,2.95
2008,79000,15.6,2354,177.6,5,4.85
2011,47140,15.88235294,2925,281.61,5,30
2016,36610,17.64705882,2143,107.3,5,19.9
2016,93000,24.11764706,1582,126.2,5,10.8
2007,52195,26.26666667,796,46.3,5,1.75
2016,20003,23.97647059,1968,143,5,19.25
2013,66314,23.37647059,1461,83.8,5,5.5
2009,76000,20.94117647,1399,68,5,2.75
2015,29000,23.14117647,1582,126.2,5,13
2011,30000,23.52941176,1399,68,5,3.2
2013,56526,20.34666667,1598,103.5,5,5.84
2015,38000,19.76470588,1969,150,5,24
2012,41000,22.44705882,1582,126.32,5,6.25
2009,53000,17.04705882,2993,258,5,36
2003,125000,17.41176471,1998,68,5,3
2010,242000,13.52941176,2982,171,7,11
2015,90000,30.83529412,1248,88.5,5,6.5
2018,11000,28.58823529,1248,88.5,5,9.4
2018,21936,25.6,1995,190,5,37.92
2013,41000,19.2,1598,103.6,5,5.25
2011,47000,22.66666667,1197,80,5,4.5
2009,110000,12.94117647,2993,235,5,18
2015,45960,25.46666667,1197,82,5,5.56
2013,48000,16.71764706,2143,203,5,22
2011,68000,14.57647059,2179,147.51,5,22
2011,41000,27.14666667,1197,78.9,5,2.65
2013,69573,26.25882353,1582,126.32,5,5.85
2012,115000,22.74117647,1968,138.1,5,6.95
2012,47629,17.76470588,2179,140,7,6.5
2004,66624,26.26666667,796,35,8,0.85
2013,80000,19.56,1798,177.46,5,7.25
2012,94868,26.94117647,1248,74,5,4.5
2010,76477,12.35294118,2179,120,8,4.25
2016,28000,18.26666667,1991,183,5,26
2017,28599,19.47058824,2498,105,6,9.66
2013,45348,22.36470588,1461,108.45,5,6.85
2013,80127,15.05882353,1968,167.6,5,23.68
2013,68000,14.57647059,2179,147.51,5,15.75
2012,75000,24.16470588,1598,103.6,5,3.5
2006,48000,15.49333333,2979,306,5,6.99
2019,41871,26.70588235,1582,126.2,5,15.57
2015,84931,18,2956,83.8,7,5.29
2016,15000,30.26666667,799,53.64,5,2.25
2009,110000,13.76470588,2993,245,5,20
2011,5900,10.58666667,4395,450,4,47.5
2002,103653,25.2,1061,47,5,1.22
2012,64806,21.96,1198,73.9,5,3.65
2016,35000,27.49333333,1198,67,7,3.1
2016,40000,20.38666667,1591,121.3,5,11.5
2015,23876,32.09333333,998,67.1,5,3.46
2013,67901,17.24705882,2199,194.3,7,8.38
2014,68865,17.77647059,1598,103.6,5,4.8
2014,71000,30.35294118,1498,98.6,5,4.5
2004,95000,21.2,1298,,5,0.8
2014,25000,26.94117647,1248,74,5,3.95
2012,180000,24.11764706,1598,103.5,5,3.65
2005,131000,12.94117647,2987,198.5,5,10
2011,65000,14.17647059,2179,120,8,4
2012,117777,25.45882353,1461,84.8,5,4.75
2009,65000,23.33333333,1298,85.8,5,3.1
2017,46897,28.13333333,814,55.2,5,3.61
2015,36695,25.86666667,1198,86.8,5,4.29
2011,43000,24.08,1198,75,5,2.13
2008,54000,26.26666667,796,46.3,5,1.1
2011,89000,26.69411765,1995,190,5,13.95
2014,7000,21.96,1198,74,5,5.35
2014,58470,30.8,998,67.04,5,3.9
2014,37000,28.66666667,1197,81.8,5,2.8
2016,29000,30.83529412,1248,88.5,5,8.75
2013,52000,19.47058824,1968,147.51,5,19.5
2013,32807,25.86666667,1198,86.8,5,2.75
2013,86000,13.87058824,2179,120,8,8
2014,66500,30.58823529,1498,98.6,5,5.7
2012,94000,20.05882353,1995,184,5,12.5
2011,29000,24,995,62,5,1.75
2010,107389,23.52941176,1399,68,5,1.9
2015,36100,27.2,1197,81.8,5,4.5
2015,16329,22.67058824,2143,170,5,30.3
2014,36000,22.70588235,1968,141,5,16
2017,41816,21.83529412,1995,190,5,32.78
2015,54680,28.13333333,814,55.2,5,2.5
2017,14000,21.47058824,1968,187.74,5,43
2017,23977,24.21333333,1196,86.8,5,5.38
2013,30131,27.89333333,998,67.1,5,2.65
2017,2530,32.93333333,796,47.3,5,3.3
2015,39000,22.67058824,2143,167.62,5,34
2001,140000,27.06666667,1086,68,5,0.7
2017,32257,28.70588235,1120,71,5,6.83
2016,46983,30.35294118,1498,98.6,5,5.77
2008,107000,20.94117647,1248,75,5,3.1
2017,19000,21.6,1199,74,5,4.95
2013,88000,20.12941176,1968,174.33,5,16.25
2012,84384,12,4367,308,7,52.54
2011,128000,18.82352941,2179,140,7,6.4
2011,71000,15.41176471,2499,141,7,6.95
2008,50000,20.23529412,1396,53.5,5,0.85
2016,16000,28.53333333,1197,83.1,5,6.95
2017,82000,28.70588235,1120,71,5,3.45
2008,80000,18,1799,130,5,2.75
2015,36000,24.8,1197,81.83,5,4.95
2018,17477,22.66666667,1198,108.5,5,9.62
2016,16725,24.8,1197,81.83,5,6.79
2014,48241,25.46666667,1197,85.8,5,4.5
2014,52431,30,998,67.04,5,3.01
2012,68000,25.76470588,1396,88.76,5,4.4
2012,158000,14.76470588,2982,168.5,7,17.49
2014,31446,27.14666667,1197,78.9,5,4.66
2015,25000,25.2,1197,82,5,5.5
2016,57000,24.8,1197,81.83,5,6
2007,76000,22.66666667,1086,,5,2.4
2018,57078,28.58823529,1248,88.5,5,10.19
2016,47471,30.35294118,1498,98.6,5,5.25
2014,50000,17.95294118,2143,203.2,5,45
2010,62000,27.05882353,1396,90,5,2.7
2013,65807,26.41333333,1086,68.05,5,3.39
2014,81768,31.28235294,1248,74,5,5.69
2018,9952,13.82666667,2979,306,2,58.54
2017,24000,32.22352941,1248,74,5,8.4
2012,72921,29.92941176,936,57.6,5,2.5
2012,59000,25.86666667,1198,86.8,5,3.25
2014,33000,23.52941176,1399,68.05,5,3.25
2016,36789,30.8,998,67.04,5,4.25
2014,41000,17.45882353,2143,170,5,18.5
2007,71000,22.66666667,1086,,5,2.4
2015,46650,25.86666667,1198,86.8,5,4.25
2018,3000,28.53333333,1197,83.1,5,8.85
2014,14799,28.13333333,814,55.2,5,4.14
2011,44000,,1798,73,5,12.75
2015,68525,27.05882353,1396,90,5,7
2018,15000,12.83529412,3198,197,7,33
2017,29000,23.2,1497,117.3,5,10
2012,77407,25.29411765,1248,88.8,5,3.53
2007,118000,17.2,1598,102.5,5,1.35
2013,75000,24.16470588,1598,103.6,5,4.5
2012,69000,22.4,1497,116.3,5,4.9
2016,52553,23.14117647,1582,126.2,5,12.26
2014,58000,28.70588235,1120,71,5,3.99
2017,24000,21.05882353,2143,170,5,46.95
2015,65542,23.52941176,1399,68,5,3.8
2013,68008,17.64705882,1896,105,5,6.75
2017,22251,21.75294118,1493,100,7,8.75
2013,55000,21.06666667,1499,110,5,5.2
2017,19387,22.8,1591,121.3,5,8.42
2014,58000,26.6,998,58.16,5,3
2016,24001,24.8,1197,81.83,5,5.75
2008,17000,17.88235294,1968,140.8,5,9.75
2015,28500,25.98666667,1198,67.04,5,3.5
2014,66000,17.95294118,2143,203.2,5,30
2017,22000,15.09411765,2179,147.5,5,35
2018,44383,21.06666667,1591,121.3,5,13.25
2013,45000,24.11764706,1598,103.5,5,3.65
2015,58000,27.52941176,1248,74,5,5.25
2016,69000,21.06666667,1591,121.3,5,9.7
2017,60993,28.23529412,1120,70,5,5.21
2016,67000,21.75294118,1493,100,7,6.3
2014,51134,28.23529412,1120,70,5,4.72
2011,55000,13.76470588,2993,245,5,28
2018,25082,33.41176471,1248,73.75,5,8.37
2012,68350,14.76470588,2982,168.5,7,14
2015,50000,20.8,1968,174.33,5,36
2015,97000,32.11764706,1498,98.6,5,6.4
2015,56238,13.32941176,4134,335.2,7,51.69
2014,72618,14.17647059,2179,120,7,8
2012,62005,21.52941176,1991,147.9,5,9.8
2012,61250,29.92941176,936,57.6,5,2.7
2014,28469,21.47058824,1968,187.74,5,24.37
2018,21488,19.06666667,1598,103.52,5,9.72
2014,197000,27.52941176,1248,74,5,5
2009,138205,13.52941176,2982,171,7,10.5
2012,160000,26.94117647,1248,74,5,3.9
2012,67590,22.66666667,1497,118,5,5.65
2012,52000,17.95294118,2143,203.2,5,29.95
2008,100000,20.94117647,1248,75,5,3
2017,60048,30.70588235,1498,99,5,6
2009,48000,27.14666667,1197,78.9,5,2.11
2010,47000,19.46666667,,,,1.49
2011,100000,26.26666667,796,46.3,5,1.5
2013,62601,27.75294118,1364,,5,4.67
2006,80010,27.2,1197,81.8,5,2.85
2017,26493,22.67058824,2143,170,5,33.64
2011,96000,21.03529412,1396,52.8,5,0.91
2014,45700,30.32,796,47.3,5,2.42
2005,13000,12.4,2771,193.1,5,3.25
2013,38000,21.96,1198,73.9,5,2.8
2019,8018,29.33333333,1197,81.8,5,8.3
2010,144400,14.17647059,2179,120,8,5.25
2010,152000,20.94117647,1248,75,5,2.9
2013,71000,22.21176471,1995,184,5,15
2012,80000,33.86666667,624,37.5,4,0.53
2014,87143,15.28235294,2494,100,8,12.5
2012,25000,24.53333333,1198,86.8,5,2.75
2018,2000,31.78666667,1199,83.83,5,5
2014,45239,14.17647059,2179,120,8,7.09
2011,101999,19.68235294,1995,218,5,19.99
2014,74219,25.21176471,1364,87.2,5,10.75
2016,25000,24,1497,117.3,5,9.45
2008,109606,25.88235294,1582,126.2,5,2.9
2015,36000,31.28235294,1248,74,5,4.7
2016,41810,27.64,1373,91.1,5,7.11
2014,93321,26.70588235,1498,89.84,5,6.25
2011,81000,27.89333333,998,67.1,5,2.2
2019,25717,25.33333333,1199,88.76,5,8.86
2015,37000,17.76470588,2179,140,7,9.3
2017,56380,21.75294118,1493,100,7,7.57
2017,8000,24.26666667,1199,88.7,5,7.9
2018,14589,21.46666667,1298,88.2,5,5.65
2013,65088,21.96,1198,73.9,5,3.25
2019,24864,24.11764706,1582,126.2,5,16.27
2011,64831,24.8,1199,79.4,5,3.21
2013,38001,30.35294118,1498,98.6,5,3.9
2008,77000,13.33333333,2496,157.7,5,6.5
2016,27000,21.87058824,2993,265,5,48
2016,39000,23.97647059,1968,143,5,18.9
2015,131000,31.28235294,1248,74,5,3.6
2015,43000,31.28235294,1248,74,5,5.5
2011,68000,15.05882353,2494,102,7,7
2016,45165,18.92941176,1995,184,5,41.75
2007,120000,19.68235294,1995,218,5,10.5
2014,86091,17.76470588,2179,140,7,10.09
2009,71499,22.66666667,1497,118,5,3
2014,50000,20,2200,139.01,7,12
2015,66000,23.69411765,1498,88,5,4.91
2010,45000,21.33333333,1198,90,5,2
2015,69189,27.75294118,1364,67.06,5,5.3
2014,40206,22.36470588,1461,108.5,5,7.22
2017,36723,21.83529412,1995,190,5,32.57
2010,57500,24.66666667,1197,80,5,2.75
2018,43912,15.1,1196,73,5,4.33
2011,52000,20.94117647,1399,68,5,3.75
2014,60952,22.4,1497,118,5,5.91
2013,87192,29.64705882,1248,74,5,4.35
2014,58000,28.23529412,1120,70,5,3.25
2017,59500,17.35294118,2967,245,7,68
2016,16650,22.66666667,1198,74,5,5.5
2018,34696,24,1497,117.3,5,12.08
2018,42243,32.22352941,1248,74,5,7.48
2016,57824,28.23529412,1120,70,5,5.5
2011,110000,22.70588235,1248,73.9,5,3.5
2006,63000,21.46666667,,,,1.6
2013,72000,,2179,115,5,15.5
2013,63455,13.52941176,2982,171,7,19
2017,17151,32.11764706,1498,98.6,5,8.4
2016,31001,28.58823529,1248,88.5,5,7.25
2014,42109,27.52941176,1248,74,5,4.25
2015,55000,25.48235294,1498,103.52,5,5.7
2013,46000,,2179,115,5,26
2013,30852,30.32,796,47.3,5,2.49
2011,65000,21.96,1198,73.9,5,3
2015,65000,30.58823529,1498,98.6,5,5.95
2013,72000,27.52941176,1248,74,5,2.69
2014,29000,20.12941176,1968,174.33,5,26
2015,32000,23.73333333,1497,117.3,5,5.5
2016,29875,24.21333333,1196,86.8,5,4.85
2018,32539,28.58823529,1248,88.5,5,8.39
2015,83090,22.36470588,1461,108.45,5,7.99
2016,62679,24.92941176,1396,88.73,5,6.95
2010,93000,20.93333333,1390,75,5,1.5
2006,44000,23.6,1497,78,5,1.55
2010,78400,20.8,1196,70,5,2.75
2014,71300,17.41333333,1598,102.53,5,4.25
2015,18000,27.14666667,1197,78.9,5,2.85
2019,24013,15.07058824,1999,148.31,7,56.14
2009,99100,12.98666667,1984,208,5,10
2003,62000,15.06666667,1298,83.1,8,1.25
2017,14000,31.28235294,1248,74,5,7.5
2015,44811,20.12941176,1968,174.33,5,25.81
2014,44000,21.96,1198,74,5,4.3
2010,136000,13.52941176,2982,171,7,11
2010,144113,13.52941176,2982,171,7,11.75
2012,94989,17.06666667,2354,177.6,5,6.58
2012,58133,26.94117647,1248,74,5,4.8
2008,61000,23.33333333,1198,70,5,1.65
2017,27000,20.11764706,1956,170,5,15
2014,18050,33.86666667,624,37.5,4,1
2007,145277,20.4,1596,101,5,1.65
2015,42000,32.49411765,793,47,5,3.6
2011,86000,13.52941176,2982,171,7,11.5
2015,42150,32.49411765,793,47,5,3.6
2015,30158,28.13333333,814,55.2,5,3.05
2011,47000,27.64705882,1498,90,5,6
2013,39000,21.96,1198,74,5,3.75
2016,32125,21.6,1199,74,5,6.17
2017,58829,28.58823529,1248,88.5,5,9.05
2013,67559,25.86666667,1198,86.8,5,4.05
2013,55000,23.33333333,1298,85.8,5,4.25
2018,30000,30.8,998,67.04,5,3.75
2016,28000,17.33333333,1591,121.3,5,11.85
2016,31826,26.70588235,1498,89.84,5,8.24
2016,64000,20.94117647,1248,,5,5.99
2008,100009,17.46666667,1997,141.1,5,6.5
2019,17201,14.71764706,2179,187.7,7,58.91
2014,74345,17.76470588,2179,140,7,8
2015,58134,21.96,1198,74,5,4.64
2010,30566,25.6,1197,80,5,3.32
2012,55231,27.14666667,1197,78.9,5,2.78
2016,67774,17.42352941,1998,163.7,5,8.95
2013,50319,16,1991,181.03,5,21.95
2013,45000,15.6,2359,134,5,7.9
2007,43627,15.65333333,1796,186,5,29
2013,45000,25.96470588,1199,73.9,5,3.25
2014,10500,23.2,1497,117.3,5,5.9
2017,21789,28.58823529,1248,88.5,5,9.88
2019,21134,24.8,1197,81.86,5,8.78
2011,90000,16.38823529,2179,138.1,7,2.75
2014,51553,25.45882353,1461,84.8,5,5.98
2011,31000,14.53333333,2497,215,5,31
2011,67422,19.37333333,1798,138,5,3.55
2015,60519,26.25882353,1582,126.32,5,6.24
2009,34000,22.70588235,1248,73.9,5,2.19
2013,68434,33.41176471,1248,73.75,5,5.5
2014,17000,32.09333333,998,67.1,5,2.1
2011,43686,14,5000,503,4,50.66
2012,22000,17.45882353,2143,170,5,14
2013,79225,25.88235294,1582,126.2,5,5.5
2007,63000,18.93333333,1598,102,5,1.2
2014,61922,27.2,1197,81.8,5,5.3
2015,85000,28.11764706,1582,126.2,5,6.3
2017,26192,21.05882353,2143,168,5,40.47
2013,65000,15.29411765,2982,168.5,7,16.1
2014,44999,15.05882353,1968,167.6,5,25
2008,81308,15.52941176,1995,170,5,7.95
2016,35000,32.93333333,796,47.3,5,2.65
2012,65349,27.89333333,998,67.1,5,2.81
2012,80000,20.85333333,1798,167.62,5,17.5
2012,61000,21.46666667,1197,85,5,3.3
2019,31817,30,998,67.04,5,5.34
2016,41000,24.87058824,1498,103.52,5,8.5
2010,82606,21.33333333,1198,90,5,2.69
2015,52000,18.82352941,2179,140,7,11.5
2011,50318,24.66666667,1197,85.8,5,4.06
2016,50000,21.05882353,2143,201.15,5,49
2012,72000,24.11764706,1598,103.5,5,4.6
2015,63776,28.23529412,1120,70,5,3.96
2015,28133,24.8,1197,81.86,5,5.6
2017,45000,27,1248,74,5,3.75
2015,55697,26.51764706,1396,88.73,5,5.5
2012,62000,24.11764706,1598,103.5,5,3
2011,48000,21.33333333,1368,90,5,3
2010,90246,21.46666667,1298,88.2,5,2.95
2015,80500,29.41176471,1396,69,5,2.45
2012,119000,17.45882353,2143,170,5,13.99
2016,28541,13.61176471,2987,254.79,5,60.75
2008,45500,,1086,,5,1.17
2012,41000,22.4,1497,116.3,5,4.5
2010,58000,24.66666667,1197,80,5,2.5
